graph_id,graph_nodes,graph_edges,num_nodes,num_edges,average_score,problem_scores,total_evaluation_time,num_problems_evaluated
22,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Solver""], [3, ""Combine_all""], [4, ""END""], [5, ""Solver""], [6, ""Solver""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.7537499999999999,"[1.0, 1.0, 0.1, 1.0, 1.0, 0.35, 0.0875, 1.0, 1.0, 1.0]",85.45582282543182,10
23,"[[0, ""START""], [1, ""Split""], [2, ""Extract_topic""], [3, ""Explain""], [4, ""Combine_all""], [5, ""Extract_topic""], [6, ""END""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.12033030303030301,"[0.02333333333333333, 0.3333333333333333, 0.2333333333333333, 0.06363636363636363, 0.049999999999999996, 0.35, 0.09999999999999999, 0.004666666666666667, 0.009999999999999998, 0.034999999999999996]",1.2932906866073608,10
24,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Extract_topic""], [3, ""Combine_all""], [4, ""END""], [5, ""Extract_topic""], [6, ""Python_solver""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.9087500000000001,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 1.0]",4.416198039054871,10
25,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Solver""], [3, ""Combine_all""], [4, ""END""], [5, ""Solver""], [6, ""Python_solver""], [7, ""Explain""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.72875,"[1.0, 1.0, 0.1, 1.0, 0.09999999999999999, 1.0, 0.0875, 1.0, 1.0, 1.0]",10.94992458820343,10
26,"[[0, ""START""], [1, ""Decompose_3""], [2, ""Solver""], [3, ""Combine_all""], [4, ""END""], [5, ""Python_solver""], [6, ""Python_solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [2, 3], [3, 4], [5, 3], [6, 3]]",7,8,0.9349999999999999,"[1.0, 0.35, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.5472634077072144,10
27,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""Python_solver""], [5, ""END""], [6, ""Explain""], [7, ""Extract_topic""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 7], [7, 3]]",8,8,0.6116388888888888,"[0.3888888888888889, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0875, 1.0, 0.009999999999999998, 0.63]",5.608544373512268,10
28,"[[0, ""START""], [1, ""Extract_topic""], [2, ""Explain""], [3, ""Split""], [4, ""Extract_topic""], [5, ""Combine_all""], [6, ""END""], [7, ""Extract_topic""]]","[[0, 1], [1, 2], [2, 3], [3, 4], [3, 7], [4, 5], [5, 6], [7, 5]]",8,8,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.5985901832580565,10
29,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Explain""], [3, ""Extract_topic""], [4, ""Combine_all""], [5, ""Extract_topic""], [6, ""END""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.8227500000000001,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 0.13999999999999999]",5.339406895637512,10
30,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Extract_topic""], [3, ""Combine_all""], [4, ""END""], [5, ""Python_solver""], [6, ""Explain""], [7, ""Explain""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.73625,"[1.0, 1.0, 0.1, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 0.175]",9.518648052215577,10
31,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Extract_topic""], [3, ""Combine_all""], [4, ""END""], [5, ""Solver""], [6, ""Explain""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.9087500000000001,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 1.0]",1.8947283267974853,10
32,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""Explain""], [5, ""END""], [6, ""Extract_topic""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 7], [7, 3]]",8,8,0.7336106869162287,"[1.0, 1.0, 0.1, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 0.14860686916228646]",32.73629727363586,10
33,"[[0, ""START""], [1, ""Extract_topic""], [2, ""Explain""], [3, ""Solver""], [4, ""END""]]","[[0, 1], [1, 2], [2, 3], [3, 4]]",5,4,0.5969583333333334,"[0.65625, 0.35, 0.2333333333333333, 1.0, 0.4666666666666666, 1.0, 0.09999999999999999, 0.5833333333333334, 0.58, 1.0]",44.64940087795257,10
34,"[[0, ""START""], [1, ""Decompose_3""], [2, ""Explain""], [3, ""Combine_all""], [4, ""END""], [5, ""Extract_topic""], [6, ""Python_solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [2, 3], [3, 4], [5, 3], [6, 3]]",7,8,0.8087500000000001,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0875, 1.0, 1.0, 1.0]",3.0793105125427247,10
35,"[[0, ""START""], [1, ""Split""], [2, ""Explain""], [3, ""Extract_topic""], [4, ""Combine_all""], [5, ""Explain""], [6, ""END""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.12033030303030301,"[0.02333333333333333, 0.3333333333333333, 0.2333333333333333, 0.06363636363636363, 0.049999999999999996, 0.35, 0.09999999999999999, 0.004666666666666667, 0.009999999999999998, 0.034999999999999996]",62.961791491508485,10
36,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Solver""], [3, ""Combine_all""], [4, ""END""], [5, ""Solver""], [6, ""Python_solver""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.8227500000000001,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 0.13999999999999999]",1.725038480758667,10
37,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Solver""], [3, ""Combine_all""], [4, ""Explain""], [5, ""END""], [6, ""Explain""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 7], [7, 3]]",8,8,0.7206944444444445,"[1.0, 1.0, 0.1, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 0.01944444444444444]",6.076852226257325,10
38,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Extract_topic""], [3, ""Combine_all""], [4, ""END""], [5, ""Extract_topic""], [6, ""Explain""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.6590246212121212,"[0.328125, 0.35, 1.0, 0.44545454545454544, 0.2333333333333333, 1.0, 1.0, 0.5833333333333334, 0.65, 1.0]",6.056544256210327,10
39,"[[0, ""START""], [1, ""Split""], [2, ""Extract_topic""], [3, ""Solver""], [4, ""Combine_all""], [5, ""Explain""], [6, ""END""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.7343276515151516,"[0.328125, 0.35, 1.0, 1.0, 0.5249999999999999, 1.0, 1.0, 0.5833333333333334, 0.5568181818181818, 1.0]",8.251871418952941,10
40,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Extract_topic""], [3, ""Python_solver""], [4, ""Combine_all""], [5, ""Explain""], [6, ""END""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.8717500000000001,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 0.63]",9.057805371284484,10
41,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""END""], [5, ""Explain""], [6, ""Extract_topic""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.4315966029189734,"[1.0, 1.0, 0.1, 1.0, 1.0, 0.0, 0.0875, 0.020999999999999998, 0.002466029189733266, 0.105]",6.69378182888031,10
42,"[[0, ""START""], [1, ""Split""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""Explain""], [5, ""END""], [6, ""Python_solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 3]]",7,7,0.11562164075363635,"[0.02333333333333333, 0.3333333333333333, 0.2333333333333333, 0.06363636363636363, 0.049999999999999996, 0.0, 0.09999999999999999, 0.0, 0.0025800438999999996, 0.35]",4.874665641784668,10
43,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Solver""], [3, ""Combine_all""], [4, ""END""], [5, ""Extract_topic""], [6, ""Python_solver""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.72275,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0875, 1.0, 1.0, 0.13999999999999999]",2.9691654920578,10
44,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""Extract_topic""], [5, ""END""], [6, ""Explain""], [7, ""Extract_topic""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 7], [7, 3]]",8,8,0.5609905938244047,"[0.22826086956521738, 1.0, 0.1, 1.0, 1.0, 0.0, 0.0875, 1.0, 1.0, 0.1941450686788302]",4.145349073410034,10
45,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Explain""], [3, ""Extract_topic""], [4, ""Combine_all""], [5, ""Explain""], [6, ""END""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.71875,"[1.0, 1.0, 0.1, 1.0, 1.0, 0.0, 0.0875, 1.0, 1.0, 1.0]",5.029465842247009,10
46,"[[0, ""START""], [1, ""Split""], [2, ""Explain""], [3, ""Extract_topic""], [4, ""Combine_all""], [5, ""Extract_topic""], [6, ""END""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.041466666666666666,"[0.0, 0.0, 0.0, 0.0, 0.049999999999999996, 0.35, 0.0, 0.004666666666666667, 0.009999999999999998, 0.0]",3.410259652137756,10
47,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Extract_topic""], [3, ""Combine_all""], [4, ""END""], [5, ""Explain""], [6, ""Python_solver""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.7646767962553926,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.4666666666666666, 0.0875, 1.0, 1.0, 0.09260129588726067]",7.116666531562805,10
48,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Explain""], [3, ""Python_solver""], [4, ""Combine_all""], [5, ""Extract_topic""], [6, ""END""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.7606666666666666,"[1.0, 0.36666666666666664, 0.1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.13999999999999999]",5.46624264717102,10
49,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Explain""], [3, ""Combine_all""], [4, ""END""], [5, ""Extract_topic""], [6, ""Explain""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.7583570906627695,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.012499999999999999, 1.0, 0.37692307692307686, 0.1941478297046179]",6.839163851737976,10
50,"[[0, ""START""], [1, ""Split""], [2, ""Explain""], [3, ""Python_solver""], [4, ""Combine_all""], [5, ""Extract_topic""], [6, ""END""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.46946666666666664,"[0.02333333333333333, 0.3333333333333333, 0.2333333333333333, 1.0, 1.0, 1.0, 0.09999999999999999, 0.004666666666666667, 1.0, 0.0]",6.296555018424987,10
51,"[[0, ""START""], [1, ""Split""], [2, ""Solver""], [3, ""Combine_all""], [4, ""Solver""], [5, ""END""], [6, ""Explain""], [7, ""Extract_topic""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 7], [7, 3]]",8,8,0.6664280303030303,"[0.65625, 0.35, 0.2333333333333333, 0.6363636363636364, 0.5249999999999999, 1.0, 1.0, 0.5833333333333334, 0.6799999999999999, 1.0]",4.077104830741883,10
52,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Explain""], [3, ""Solver""], [4, ""Combine_all""], [5, ""Extract_topic""], [6, ""END""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.5921032338308457,"[0.3733333333333333, 0.3333333333333333, 1.0, 1.0, 0.5249999999999999, 1.0, 0.09999999999999999, 0.6268656716417911, 0.6124999999999999, 0.35]",4.572231912612915,10
53,"[[0, ""START""], [1, ""Split""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""Solver""], [5, ""END""], [6, ""Python_solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 3]]",7,7,0.11683030303030302,"[0.02333333333333333, 0.3333333333333333, 0.2333333333333333, 0.06363636363636363, 0.049999999999999996, 0.35, 0.09999999999999999, 0.004666666666666667, 0.009999999999999998, 0.0]",2.6671155452728272,10
54,"[[0, ""START""], [1, ""Split""], [2, ""Extract_topic""], [3, ""Solver""], [4, ""Combine_all""], [5, ""Extract_topic""], [6, ""END""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.5638446969696969,"[0.65625, 0.35, 0.2333333333333333, 0.6363636363636364, 0.4666666666666666, 1.0, 0.09999999999999999, 0.5833333333333334, 0.6124999999999999, 1.0]",2.248503494262695,10
55,"[[0, ""START""], [1, ""Extract_topic""], [2, ""Split""], [3, ""Python_solver""], [4, ""Combine_all""], [5, ""Explain""], [6, ""END""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [2, 3], [2, 7], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.08125725626060606,"[0.02333333333333333, 0.3333333333333333, 0.163966502, 0.12727272727272726, 0.049999999999999996, 0.0, 0.09999999999999999, 0.004666666666666667, 0.009999999999999998, 0.0]",6.25922737121582,10
56,"[[0, ""START""], [1, ""Explain""], [2, ""Split""], [3, ""Python_solver""], [4, ""Combine_all""], [5, ""Extract_topic""], [6, ""END""], [7, ""Solver""]]","[[0, 1], [1, 2], [2, 3], [2, 7], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.13366363636363637,"[0.02333333333333333, 0.3333333333333333, 0.4666666666666666, 0.06363636363636363, 0.049999999999999996, 0.35, 0.0, 0.004666666666666667, 0.009999999999999998, 0.034999999999999996]",3.878652262687683,10
57,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""Solver""], [5, ""END""], [6, ""Explain""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 7], [7, 3]]",8,8,0.7592756179789941,"[0.31111111111111106, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 0.1941450686788302]",5.223421263694763,10
58,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Solver""], [3, ""Combine_all""], [4, ""END""], [5, ""Explain""], [6, ""Solver""], [7, ""Extract_topic""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.715625,"[0.65625, 0.35, 1.0, 1.0, 0.4666666666666666, 1.0, 0.09999999999999999, 0.5833333333333334, 1.0, 1.0]",5.65160870552063,10
