graph_id,graph_nodes,graph_edges,num_nodes,num_edges,average_score,problem_scores,total_evaluation_time,num_problems_evaluated
63,"[[0, ""START""], [1, ""Split""], [2, ""Extract_topic""], [3, ""Explain""], [4, ""Combine_all""], [5, ""Explain""], [6, ""END""], [7, ""Extract_topic""], [8, ""Explain""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 8], [8, 4]]",9,9,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.7561322689056396,10
64,"[[0, ""START""], [1, ""Solver""], [2, ""Validator""], [3, ""True_pass""], [4, ""Combine_any""], [5, ""Extract_topic""], [6, ""END""], [7, ""False_pass""], [8, ""Extract_topic""]]","[[0, 1], [1, 2], [2, 3], [2, 7], [3, 4], [4, 5], [5, 6], [7, 8], [8, 4]]",9,9,0.7014280303030302,"[0.65625, 0.35, 1.0, 0.6363636363636364, 0.4666666666666666, 1.0, 1.0, 0.5249999999999999, 0.37999999999999995, 1.0]",4.106937408447266,10
65,"[[0, ""START""], [1, ""Explain""], [2, ""Extract_topic""], [3, ""Split""], [4, ""Solver""], [5, ""Combine_all""], [6, ""END""], [7, ""Extract_topic""]]","[[0, 1], [1, 2], [2, 3], [3, 4], [3, 7], [4, 5], [5, 6], [7, 5]]",8,8,0.12033030303030301,"[0.02333333333333333, 0.3333333333333333, 0.2333333333333333, 0.06363636363636363, 0.049999999999999996, 0.35, 0.09999999999999999, 0.004666666666666667, 0.009999999999999998, 0.034999999999999996]",5.32543044090271,10
66,"[[0, ""START""], [1, ""Explain""], [2, ""Python_solver""], [3, ""END""]]","[[0, 1], [1, 2], [2, 3]]",4,3,0.6313694294641239,"[1.0, 1.0, 0.1, 1.0, 0.0, 1.0, 0.0875, 1.0, 1.0, 0.12619429464123963]",0.7850552320480346,10
67,"[[0, ""START""], [1, ""Extract_topic""], [2, ""Python_solver""], [3, ""Validator""], [4, ""True_pass""], [5, ""Combine_any""], [6, ""Explain""], [7, ""END""], [8, ""False_pass""], [9, ""Extract_topic""]]","[[0, 1], [1, 2], [2, 3], [3, 4], [3, 8], [4, 5], [5, 6], [6, 7], [8, 9], [9, 5]]",10,10,0.8156465517241379,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 0.06896551724137931]",12.085503125190735,10
68,"[[0, ""START""], [1, ""Explain""], [2, ""Python_solver""], [3, ""Validator""], [4, ""True_pass""], [5, ""Combine_any""], [6, ""Python_solver""], [7, ""END""], [8, ""False_pass""], [9, ""Python_solver""]]","[[0, 1], [1, 2], [2, 3], [3, 4], [3, 8], [4, 5], [5, 6], [6, 7], [8, 9], [9, 5]]",10,10,0.85775,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 0.48999999999999994]",18.79120855331421,10
69,"[[0, ""START""], [1, ""Split""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""Solver""], [5, ""END""], [6, ""Python_solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 3]]",7,7,0.23896363636363635,"[0.02333333333333333, 0.0, 0.2333333333333333, 0.06363636363636363, 0.049999999999999996, 1.0, 1.0, 0.009333333333333334, 0.009999999999999998, 0.0]",1.5536646604537965,10
70,"[[0, ""START""], [1, ""Split""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""Extract_topic""], [5, ""END""], [6, ""Solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 3]]",7,7,0.113330303030303,"[0.02333333333333333, 0.3333333333333333, 0.2333333333333333, 0.06363636363636363, 0.049999999999999996, 0.27999999999999997, 0.09999999999999999, 0.004666666666666667, 0.009999999999999998, 0.034999999999999996]",1.0616188049316406,10
71,"[[0, ""START""], [1, ""Decompose_3""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""END""], [5, ""Python_solver""], [6, ""Python_solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [2, 3], [3, 4], [5, 3], [6, 3]]",7,8,0.6203698745933472,"[1.0, 1.0, 1.0880185641326533e-15, 0.5727272727272728, 1.0, 0.0, 0.0, 1.0, 1.0, 0.6309714732061981]",1.8046590089797974,10
72,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""END""], [5, ""Python_solver""], [6, ""Extract_topic""], [7, ""Explain""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.77175,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0875, 1.0, 1.0, 0.63]",6.26072404384613,10
73,"[[0, ""START""], [1, ""Solver""], [2, ""Validator""], [3, ""True_pass""], [4, ""Combine_any""], [5, ""Solver""], [6, ""END""], [7, ""False_pass""], [8, ""Explain""]]","[[0, 1], [1, 2], [2, 3], [2, 7], [3, 4], [4, 5], [5, 6], [7, 8], [8, 4]]",9,9,0.6819583333333334,"[0.65625, 0.35, 1.0, 1.0, 0.5499999999999999, 1.0, 0.09999999999999999, 0.5833333333333334, 0.58, 1.0]",4.468213033676148,10
74,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Explain""], [3, ""Combine_all""], [4, ""END""], [5, ""Python_solver""], [6, ""Python_solver""], [7, ""Extract_topic""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.7381944444444445,"[1.0, 1.0, 0.1, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 0.19444444444444445]",6.57854814529419,10
75,"[[0, ""START""], [1, ""Decompose_3""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""END""], [5, ""Extract_topic""], [6, ""Explain""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [2, 3], [3, 4], [5, 3], [6, 3]]",7,8,0.8407272727272728,"[0.4772727272727272, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3, 1.0, 1.0, 0.63]",6.1352818489074705,10
76,"[[0, ""START""], [1, ""Extract_topic""], [2, ""Split""], [3, ""Explain""], [4, ""Extract_topic""], [5, ""Combine_all""], [6, ""Solver""], [7, ""END""], [8, ""Extract_topic""], [9, ""Explain""]]","[[0, 1], [1, 2], [2, 3], [2, 8], [3, 4], [4, 5], [5, 6], [6, 7], [8, 9], [9, 5]]",10,10,0.7198371212121211,"[0.65625, 0.35, 1.0, 0.44545454545454544, 0.4666666666666666, 1.0, 1.0, 0.6, 0.6799999999999999, 1.0]",10.513357043266296,10
77,"[[0, ""START""], [1, ""Extract_topic""], [2, ""Explain""], [3, ""Python_solver""], [4, ""END""]]","[[0, 1], [1, 2], [2, 3], [3, 4]]",5,4,0.6494166666666666,"[1.0, 0.16666666666666666, 0.1, 1.0, 1.0, 0.13999999999999999, 0.0875, 1.0, 1.0, 1.0]",3.9667048931121824,10
78,"[[0, ""START""], [1, ""Python_solver""], [2, ""END""]]","[[0, 1], [1, 2]]",3,2,0.70875,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0875, 1.0, 1.0, 0.0]",0.4227945566177368,10
79,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Solver""], [3, ""Combine_all""], [4, ""Extract_topic""], [5, ""END""], [6, ""Solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 3]]",7,7,0.7505,"[0.5249999999999999, 0.35, 1.0, 1.0, 0.4666666666666666, 1.0, 1.0, 0.5833333333333334, 0.58, 1.0]",0.6878912925720215,10
80,"[[0, ""START""], [1, ""Explain""], [2, ""Split""], [3, ""Python_solver""], [4, ""Combine_all""], [5, ""Explain""], [6, ""END""], [7, ""Extract_topic""], [8, ""Solver""]]","[[0, 1], [1, 2], [2, 3], [2, 7], [3, 4], [4, 5], [5, 6], [7, 8], [8, 4]]",9,9,0.21619696969696967,"[0.02333333333333333, 0.35, 0.2333333333333333, 0.06363636363636363, 0.049999999999999996, 0.35, 0.09999999999999999, 0.5833333333333334, 0.4083333333333333, 0.0]",16.874991703033448,10
81,"[[0, ""START""], [1, ""Explain""], [2, ""Split""], [3, ""Solver""], [4, ""Combine_all""], [5, ""Python_solver""], [6, ""END""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [2, 3], [2, 7], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.2608303030303031,"[0.02333333333333333, 0.36666666666666664, 0.0, 0.06363636363636363, 0.049999999999999996, 1.0, 0.09999999999999999, 0.004666666666666667, 1.0, 0.0]",7.138175058364868,10
82,"[[0, ""START""], [1, ""Split""], [2, ""Solver""], [3, ""Combine_all""], [4, ""Extract_topic""], [5, ""END""], [6, ""Python_solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 3]]",7,7,0.14597676990196967,"[0.02333333333333333, 0.3333333333333333, 0.2333333333333333, 0.06363636363636363, 0.049999999999999996, 0.35, 0.09999999999999999, 0.02333333333333333, 0.009999999999999998, 0.27279800205]",4.7581398487091064,10
83,"[[0, ""START""], [1, ""Split""], [2, ""Extract_topic""], [3, ""Python_solver""], [4, ""Combine_all""], [5, ""Extract_topic""], [6, ""END""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.728164506867883,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0875, 1.0, 1.0, 0.1941450686788302]",5.30147807598114,10
84,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Extract_topic""], [3, ""Combine_all""], [4, ""END""], [5, ""Solver""], [6, ""Extract_topic""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.6106666666666666,"[0.3733333333333333, 1.0, 0.2333333333333333, 1.0, 0.4666666666666666, 1.0, 0.09999999999999999, 0.5833333333333334, 0.35, 1.0]",0.8834625482559204,10
85,"[[0, ""START""], [1, ""Split""], [2, ""Extract_topic""], [3, ""Explain""], [4, ""Combine_all""], [5, ""Python_solver""], [6, ""END""], [7, ""Extract_topic""], [8, ""Python_solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 8], [8, 4]]",9,9,0.7424,"[1.0, 1.0, 0.1, 1.0, 0.24900000000000003, 1.0, 0.075, 1.0, 1.0, 1.0]",3.6372997522354127,10
86,"[[0, ""START""], [1, ""Decompose_3""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""END""], [5, ""Python_solver""], [6, ""Solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [2, 3], [3, 4], [5, 3], [6, 3]]",7,8,0.6786363636363637,"[1.0, 1.0, 0.1, 1.0, 1.0, 0.0, 0.049999999999999996, 1.0, 1.0, 0.6363636363636364]",2.1846707344055174,10
87,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""Python_solver""], [5, ""END""], [6, ""Extract_topic""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 7], [7, 3]]",8,8,0.8554166666666667,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.4666666666666666, 0.0875, 1.0, 1.0, 1.0]",11.106752014160156,10
88,"[[0, ""START""], [1, ""Python_solver""], [2, ""Validator""], [3, ""True_pass""], [4, ""Combine_any""], [5, ""Solver""], [6, ""END""], [7, ""False_pass""], [8, ""Explain""]]","[[0, 1], [1, 2], [2, 3], [2, 7], [3, 4], [4, 5], [5, 6], [7, 8], [8, 4]]",9,9,0.8262500000000002,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 0.175]",13.119772958755494,10
89,"[[0, ""START""], [1, ""Split""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""Python_solver""], [5, ""END""], [6, ""Python_solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 3]]",7,7,0.157925853900303,"[0.009288842033333333, 0.3333333333333333, 0.2333333333333333, 0.06363636363636363, 0.049999999999999996, 0.35, 0.48999999999999994, 0.004666666666666667, 0.009999999999999998, 0.034999999999999996]",3.7364185094833373,10
90,"[[0, ""START""], [1, ""Split""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""Extract_topic""], [5, ""END""], [6, ""Solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 3]]",7,7,0.11266363636363637,"[0.04666666666666666, 0.3333333333333333, 0.2333333333333333, 0.06363636363636363, 0.049999999999999996, 0.35, 0.0, 0.004666666666666667, 0.009999999999999998, 0.034999999999999996]",1.4374552488327026,10
91,"[[0, ""START""], [1, ""Extract_topic""], [2, ""Split""], [3, ""Solver""], [4, ""Combine_all""], [5, ""Solver""], [6, ""END""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [2, 3], [2, 7], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.2736030303030303,"[1.0, 0.0, 0.2333333333333333, 0.6363636363636364, 0.4666666666666666, 0.35, 0.0, 0.004666666666666667, 0.009999999999999998, 0.034999999999999996]",6.817131185531617,10
92,"[[0, ""START""], [1, ""Decompose_3""], [2, ""Explain""], [3, ""Combine_all""], [4, ""END""], [5, ""Solver""], [6, ""Extract_topic""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [2, 3], [3, 4], [5, 3], [6, 3]]",7,8,0.682566056910569,"[0.65625, 0.35, 1.0, 1.0, 0.4666666666666666, 1.0, 0.09999999999999999, 0.6402439024390244, 0.6124999999999999, 1.0]",1.5591566562652588,10
93,"[[0, ""START""], [1, ""Explain""], [2, ""Python_solver""], [3, ""END""]]","[[0, 1], [1, 2], [2, 3]]",4,3,0.8116666666666668,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0875, 0.029166666666666664, 1.0, 1.0]",8.129454183578492,10
94,"[[0, ""START""], [1, ""Split""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""Extract_topic""], [5, ""END""], [6, ""Python_solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 3]]",7,7,0.10463333333333331,"[0.02333333333333333, 0.3333333333333333, 0.15, 0.0, 0.049999999999999996, 0.35, 0.09999999999999999, 0.004666666666666667, 0.0, 0.034999999999999996]",1.7864855527877808,10
95,"[[0, ""START""], [1, ""Decompose_3""], [2, ""Extract_topic""], [3, ""Combine_all""], [4, ""END""], [5, ""Python_solver""], [6, ""Solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [2, 3], [3, 4], [5, 3], [6, 3]]",7,8,0.81875,"[1.0, 1.0, 0.1, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 1.0]",5.957102274894714,10
96,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Explain""], [3, ""Extract_topic""], [4, ""Combine_all""], [5, ""Solver""], [6, ""END""], [7, ""Extract_topic""], [8, ""Solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 8], [8, 4]]",9,9,0.6959696969696969,"[0.3733333333333333, 0.35, 1.0, 0.6363636363636364, 0.4666666666666666, 1.0, 1.0, 0.5833333333333334, 0.5499999999999999, 1.0]",9.303797626495362,10
97,"[[0, ""START""], [1, ""Decompose_3""], [2, ""Extract_topic""], [3, ""Combine_all""], [4, ""END""], [5, ""Extract_topic""], [6, ""Explain""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [2, 3], [3, 4], [5, 3], [6, 3]]",7,8,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4.436283349990845,10
98,"[[0, ""START""], [1, ""Explain""], [2, ""Split""], [3, ""Solver""], [4, ""Combine_all""], [5, ""Explain""], [6, ""END""], [7, ""Solver""]]","[[0, 1], [1, 2], [2, 3], [2, 7], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.12033030303030301,"[0.02333333333333333, 0.3333333333333333, 0.2333333333333333, 0.06363636363636363, 0.049999999999999996, 0.35, 0.09999999999999999, 0.004666666666666667, 0.009999999999999998, 0.034999999999999996]",2.0123548030853273,10
99,"[[0, ""START""], [1, ""Extract_topic""], [2, ""Solver""], [3, ""END""]]","[[0, 1], [1, 2], [2, 3]]",4,3,0.6560833333333332,"[0.3733333333333333, 0.35, 1.0, 1.0, 0.5249999999999999, 1.0, 0.09999999999999999, 0.6, 0.6124999999999999, 1.0]",0.43722949028015134,10
100,"[[0, ""START""], [1, ""Split""], [2, ""Solver""], [3, ""Combine_all""], [4, ""Python_solver""], [5, ""END""], [6, ""Solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 3]]",7,7,0.6207360362095088,"[0.3888888888888889, 1.0, 0.1, 1.0, 1.0, 0.0, 0.0875, 1.0, 1.0, 0.6309714732061981]",3.0596089601516723,10
101,"[[0, ""START""], [1, ""Solver""], [2, ""END""]]","[[0, 1], [1, 2]]",3,2,0.7055113636363636,"[0.65625, 1.0, 1.0, 0.6363636363636364, 0.5249999999999999, 1.0, 0.09999999999999999, 0.5249999999999999, 0.6124999999999999, 1.0]",0.25595812797546386,10
102,"[[0, ""START""], [1, ""Explain""], [2, ""Python_solver""], [3, ""Validator""], [4, ""True_pass""], [5, ""Combine_any""], [6, ""Python_solver""], [7, ""END""], [8, ""False_pass""], [9, ""Extract_topic""]]","[[0, 1], [1, 2], [2, 3], [3, 4], [3, 8], [4, 5], [5, 6], [6, 7], [8, 9], [9, 5]]",10,10,0.6474978402012164,"[0.09333333333333332, 1.0, 0.1, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 0.1941450686788302]",9.938047981262207,10
103,"[[0, ""START""], [1, ""Decompose_3""], [2, ""Extract_topic""], [3, ""Combine_all""], [4, ""END""], [5, ""Explain""], [6, ""Explain""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [2, 3], [3, 4], [5, 3], [6, 3]]",7,8,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.1664741039276123,10
104,"[[0, ""START""], [1, ""Decompose_3""], [2, ""Extract_topic""], [3, ""Combine_all""], [4, ""END""], [5, ""Explain""], [6, ""Explain""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [2, 3], [3, 4], [5, 3], [6, 3]]",7,8,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.1807671546936036,10
105,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Extract_topic""], [3, ""Explain""], [4, ""Combine_all""], [5, ""Explain""], [6, ""END""], [7, ""Explain""], [8, ""Extract_topic""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 8], [8, 4]]",9,9,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",10.724318099021911,10
106,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Explain""], [3, ""Solver""], [4, ""Combine_all""], [5, ""Python_solver""], [6, ""END""], [7, ""Explain""], [8, ""Python_solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 8], [8, 4]]",9,9,0.9087500000000001,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0875, 1.0, 1.0, 1.0]",7.0780946731567385,10
107,"[[0, ""START""], [1, ""Extract_topic""], [2, ""Split""], [3, ""Solver""], [4, ""Combine_all""], [5, ""Explain""], [6, ""END""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [2, 3], [2, 7], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.12033030303030301,"[0.02333333333333333, 0.3333333333333333, 0.2333333333333333, 0.06363636363636363, 0.049999999999999996, 0.35, 0.09999999999999999, 0.004666666666666667, 0.009999999999999998, 0.034999999999999996]",4.910551428794861,10
108,"[[0, ""START""], [1, ""Decompose_3""], [2, ""Explain""], [3, ""Combine_all""], [4, ""END""], [5, ""Python_solver""], [6, ""Extract_topic""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [2, 3], [3, 4], [5, 3], [6, 3]]",7,8,0.6562499999999999,"[1.0, 1.0, 0.1, 1.0, 0.19999999999999998, 1.0, 0.0875, 1.0, 1.0, 0.175]",2.841292405128479,10
109,"[[0, ""START""], [1, ""Split""], [2, ""Solver""], [3, ""Combine_all""], [4, ""Python_solver""], [5, ""END""], [6, ""Explain""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 7], [7, 3]]",8,8,0.7541944444444444,"[1.0, 1.0, 0.5444444444444443, 1.0, 1.0, 0.35, 0.0875, 1.0, 1.0, 0.5599999999999999]",15.039119720458984,10
110,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Extract_topic""], [3, ""Combine_all""], [4, ""END""], [5, ""Extract_topic""], [6, ""Extract_topic""], [7, ""Explain""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4.354247498512268,10
111,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""Solver""], [5, ""END""], [6, ""Python_solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 3]]",7,7,0.7529730568973327,"[1.0, 1.0, 1.0, 1.0, 0.5599999999999999, 1.0, 0.0875, 1.0, 0.24660291897332662, 0.6356276499999999]",2.9631824016571047,10
112,"[[0, ""START""], [1, ""Explain""], [2, ""Split""], [3, ""Python_solver""], [4, ""Combine_all""], [5, ""Explain""], [6, ""END""], [7, ""Solver""]]","[[0, 1], [1, 2], [2, 3], [2, 7], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.15933030303030302,"[0.02333333333333333, 0.3333333333333333, 0.2333333333333333, 0.06363636363636363, 0.049999999999999996, 0.35, 0.5, 0.004666666666666667, 0.0, 0.034999999999999996]",4.742911314964294,10
113,"[[0, ""START""], [1, ""Split""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""Solver""], [5, ""END""], [6, ""Extract_topic""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 7], [7, 3]]",8,8,0.3531666666666667,"[0.18666666666666665, 0.3333333333333333, 0.2333333333333333, 1.0, 0.049999999999999996, 1.0, 0.09999999999999999, 0.5833333333333334, 0.009999999999999998, 0.034999999999999996]",3.3967408418655394,10
114,"[[0, ""START""], [1, ""Solver""], [2, ""END""]]","[[0, 1], [1, 2]]",3,2,0.7322727272727272,"[0.6363636363636364, 0.35, 1.0, 0.6363636363636364, 0.4666666666666666, 1.0, 1.0, 0.5833333333333334, 0.65, 1.0]",0.2582650899887085,10
115,"[[0, ""START""], [1, ""Decompose_3""], [2, ""Extract_topic""], [3, ""Combine_all""], [4, ""END""], [5, ""Extract_topic""], [6, ""Explain""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [2, 3], [3, 4], [5, 3], [6, 3]]",7,8,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.8608867406845093,10
116,"[[0, ""START""], [1, ""Python_solver""], [2, ""END""]]","[[0, 1], [1, 2]]",3,2,0.634,"[1.0, 1.0, 1.0, 1.0, 0.19999999999999998, 0.13999999999999999, 0.0, 1.0, 0.0, 1.0]",2.7917922019958494,10
117,"[[0, ""START""], [1, ""Decompose_3""], [2, ""Explain""], [3, ""Combine_all""], [4, ""END""], [5, ""Solver""], [6, ""Explain""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [2, 3], [3, 4], [5, 3], [6, 3]]",7,8,0.682625,"[0.6533333333333333, 0.35, 1.0, 1.0, 0.4666666666666666, 1.0, 0.09999999999999999, 0.65625, 0.6, 1.0]",3.9701799392700194,10
118,"[[0, ""START""], [1, ""Python_solver""], [2, ""Validator""], [3, ""True_pass""], [4, ""Combine_any""], [5, ""END""], [6, ""False_pass""], [7, ""Explain""]]","[[0, 1], [1, 2], [2, 3], [2, 6], [3, 4], [4, 5], [6, 7], [7, 4]]",8,8,0.72275,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0875, 1.0, 1.0, 0.13999999999999999]",7.883483529090881,10
119,"[[0, ""START""], [1, ""Decompose_3""], [2, ""Solver""], [3, ""Combine_all""], [4, ""END""], [5, ""Python_solver""], [6, ""Solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [2, 3], [3, 4], [5, 3], [6, 3]]",7,8,0.7539,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.013999999999999999, 0.0875, 1.0, 1.0, 0.4375]",2.0053521633148192,10
120,"[[0, ""START""], [1, ""Explain""], [2, ""Python_solver""], [3, ""END""]]","[[0, 1], [1, 2], [2, 3]]",4,3,0.63875,"[1.0, 1.0, 0.1, 1.0, 0.19999999999999998, 0.0, 0.0875, 1.0, 1.0, 1.0]",3.3538464069366456,10
121,"[[0, ""START""], [1, ""Explain""], [2, ""Solver""], [3, ""Validator""], [4, ""True_pass""], [5, ""Combine_any""], [6, ""Solver""], [7, ""END""], [8, ""False_pass""], [9, ""Extract_topic""]]","[[0, 1], [1, 2], [2, 3], [3, 4], [3, 8], [4, 5], [5, 6], [6, 7], [8, 9], [9, 5]]",10,10,0.6577478643376258,"[0.6774193548387096, 0.35, 1.0, 0.6363636363636364, 0.5249999999999999, 1.0, 0.09999999999999999, 0.608695652173913, 0.6799999999999999, 1.0]",11.92050633430481,10
122,"[[0, ""START""], [1, ""Solver""], [2, ""END""]]","[[0, 1], [1, 2]]",3,2,0.6785416666666666,"[0.65625, 0.36666666666666664, 1.0, 1.0, 0.4666666666666666, 1.0, 0.09999999999999999, 0.5833333333333334, 0.6124999999999999, 1.0]",2.4490180730819704,10
123,"[[0, ""START""], [1, ""Split""], [2, ""Explain""], [3, ""Python_solver""], [4, ""Combine_all""], [5, ""Solver""], [6, ""END""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.241780303030303,"[0.02333333333333333, 1.0, 0.2333333333333333, 0.06363636363636363, 0.0, 0.0, 0.0875, 1.0, 0.009999999999999998, 0.0]",10.18765914440155,10
124,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Extract_topic""], [3, ""Solver""], [4, ""Combine_all""], [5, ""Python_solver""], [6, ""END""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 7], [2, 3], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.8100005596821006,"[1.0, 1.0, 0.1, 1.0, 1.0, 1.0, 5.59682100566878e-06, 1.0, 1.0, 1.0]",12.255079507827759,10
125,"[[0, ""START""], [1, ""Extract_topic""], [2, ""Explain""], [3, ""Split""], [4, ""Extract_topic""], [5, ""Combine_all""], [6, ""END""], [7, ""Solver""]]","[[0, 1], [1, 2], [2, 3], [3, 4], [3, 7], [4, 5], [5, 6], [7, 5]]",8,8,0.12033030303030301,"[0.02333333333333333, 0.3333333333333333, 0.2333333333333333, 0.06363636363636363, 0.049999999999999996, 0.35, 0.09999999999999999, 0.004666666666666667, 0.009999999999999998, 0.034999999999999996]",5.860110282897949,10
