model,learning_rate,epochs,hidden_dim,num_layers,dropout,train_loss,val_loss
graph_sage,0.001,300,4,3,0.2,0.008160801904482973,0.007465834968218665
graph_sage,0.001,300,4,3,0.5,0.012333607259723876,0.010404623040673045
graph_sage,0.001,300,4,4,0.0,0.0056912234880858,0.0066331733423939275
graph_sage,0.001,300,4,4,0.1,0.00839214813378122,0.007749049662625662
graph_sage,0.001,300,4,4,0.2,0.008155785739007923,0.007778693779937474
graph_sage,0.001,300,4,4,0.5,0.01462425875167052,0.014071558830463803
graph_sage,0.001,300,8,2,0.0,0.005739469702045123,0.006083797859543605
graph_sage,0.001,300,8,2,0.1,0.007148840112818612,0.006864544223850455
graph_sage,0.001,300,8,2,0.2,0.007970443378306097,0.007012847638161457
graph_sage,0.001,300,8,2,0.5,0.009360803622338506,0.008161076306411186
graph_sage,0.001,300,8,3,0.0,0.005306076972434918,0.006579314519745072
graph_sage,0.001,300,8,3,0.1,0.007303060053123368,0.007242786439073434
graph_sage,0.001,300,8,3,0.2,0.007195510267693963,0.00652536130233603
graph_sage,0.001,300,8,3,0.5,0.010050980901966492,0.008593915110402328
graph_sage,0.001,300,8,4,0.0,0.005493408524327808,0.006352816947440077
graph_sage,0.001,300,8,4,0.1,0.006738020210630364,0.006609375983578225
graph_sage,0.001,300,8,4,0.2,0.007540881871763203,0.00717450045928798
graph_sage,0.001,300,8,4,0.5,0.010344493109732867,0.00858518152027754
graph_sage,0.001,300,16,2,0.0,0.004788201736907164,0.006132354119757655
graph_sage,0.001,300,16,2,0.1,0.006058926838967535,0.006472278401680964
graph_sage,0.001,300,16,2,0.2,0.006586795103632742,0.006012639369242212
graph_sage,0.001,300,16,2,0.5,0.006886011279291577,0.0069281317804400725
graph_sage,0.001,300,16,3,0.0,0.004618680684102906,0.005689261065422913
graph_sage,0.001,300,16,3,0.1,0.005946493780033456,0.006158524738561
graph_sage,0.001,300,16,3,0.2,0.006580762068430583,0.006243764340951708
graph_sage,0.001,300,16,3,0.5,0.008200767760475477,0.006670809439332448
graph_sage,0.001,300,16,4,0.0,0.004621716112726265,0.005993274001521542
graph_sage,0.001,300,16,4,0.1,0.005528791300538513,0.006095460445005618
graph_sage,0.001,300,16,4,0.2,0.006180295037726561,0.0058212065298322456
graph_sage,0.001,300,16,4,0.5,0.008379559612108602,0.007011287659033805
graph_sage,0.001,300,32,2,0.0,0.004400362824607227,0.005894986447701566
graph_sage,0.001,300,32,2,0.1,0.0051946004024810265,0.005486835009963653
graph_sage,0.001,300,32,2,0.2,0.00535262915202313,0.006046479491412548
graph_sage,0.001,300,32,2,0.5,0.006571197292457024,0.006400450092506204
graph_sage,0.001,300,32,3,0.0,0.004045113258891635,0.006070121384396198
graph_sage,0.001,300,32,3,0.1,0.004882457086609469,0.005600420261346439
graph_sage,0.001,300,32,3,0.2,0.004943582746717665,0.005286138814556041
graph_sage,0.001,300,32,3,0.5,0.006638111955382758,0.005770796467081074
graph_sage,0.001,300,32,4,0.0,0.004126850375905633,0.0070421468572379855
graph_sage,0.001,300,32,4,0.1,0.0051228750911023885,0.006367526651239364
graph_sage,0.001,300,32,4,0.2,0.0049996855461763015,0.0056758238674414095
graph_sage,0.001,300,32,4,0.5,0.0065993568549553554,0.006102260842451646
graph_sage,0.001,50,4,2,0.0,0.013819979338182343,0.014938079689286465
graph_sage,0.001,50,4,2,0.1,0.022855492081079218,0.017433517485370344
graph_sage,0.001,50,4,2,0.2,0.013746444715393914,0.013188832228652924
graph_sage,0.001,50,4,2,0.5,0.025881546156273947,0.02028317979550265
graph_sage,0.001,50,4,3,0.0,0.015486991964280605,0.01645497535592899
graph_sage,0.001,50,4,3,0.1,0.020311237457725735,0.013169047760378149
graph_sage,0.001,50,4,3,0.2,0.016566140204668046,0.015787262677654755
graph_sage,0.001,50,4,3,0.5,0.03639506391353077,0.018065952488144733
graph_sage,0.001,50,4,4,0.0,0.007695017848163843,0.007427989509716526
graph_sage,0.001,50,4,4,0.1,0.016303502519925437,0.01445070082676685
graph_sage,0.001,50,4,4,0.2,0.02627614281243748,0.01596676922282463
graph_sage,0.001,50,4,4,0.5,0.042032182837526,0.02650798802181502
graph_sage,0.001,50,8,2,0.0,0.007984690678616365,0.008417286200715624
graph_sage,0.001,50,8,2,0.1,0.010354405724340016,0.008501876689650101
graph_sage,0.001,50,8,2,0.2,0.015465972262124221,0.010289233653514996
graph_sage,0.001,50,8,2,0.5,0.021018112285269633,0.012372743654205664
graph_sage,0.001,50,8,3,0.0,0.006476925427301062,0.006557214954238244
graph_sage,0.001,50,8,3,0.1,0.009327082708477975,0.007371427892998761
graph_sage,0.001,50,8,3,0.2,0.009609197618232833,0.00685185657344436
graph_sage,0.001,50,8,3,0.5,0.015912860052453147,0.012050619634364535
graph_sage,0.001,50,8,4,0.0,0.006740878977709346,0.006579459344925298
graph_sage,0.001,50,8,4,0.1,0.008637347237931357,0.00726702323752797
graph_sage,0.001,50,8,4,0.2,0.013768193084332678,0.007375464816120769
graph_sage,0.001,50,8,4,0.5,0.017228368235131106,0.015156902168159393
graph_sage,0.001,50,16,2,0.0,0.0066013686462408966,0.0068043515323862325
graph_sage,0.001,50,16,2,0.1,0.008212944482349688,0.006881500536200691
graph_sage,0.001,50,16,2,0.2,0.00847873143437836,0.0071626831888401245
graph_sage,0.001,50,16,2,0.5,0.017994780507352617,0.011432687279893572
graph_sage,0.001,50,16,3,0.0,0.006092026012225284,0.0068636971770765776
graph_sage,0.001,50,16,3,0.1,0.007620496509803666,0.00686869814301414
graph_sage,0.001,50,16,3,0.2,0.00853513048754798,0.007673142086941742
graph_sage,0.001,50,16,3,0.5,0.012028745991281337,0.007440011181886708
graph_sage,0.001,50,16,4,0.0,0.006667687257544862,0.006570253509368218
graph_sage,0.001,50,16,4,0.1,0.0072164623066782955,0.006453842933063147
graph_sage,0.001,50,16,4,0.2,0.009454681310388777,0.007112257789007814
graph_sage,0.001,50,16,4,0.5,0.01243393998593092,0.0075366611489595
graph_sage,0.001,50,32,2,0.0,0.00604565203603771,0.00672284336343223
graph_sage,0.001,50,32,2,0.1,0.006990343083937963,0.00711552818080421
graph_sage,0.001,50,32,2,0.2,0.008158260252740648,0.00707312180517603
graph_sage,0.001,50,32,2,0.5,0.010541297660933601,0.007453894987119925
graph_sage,0.001,50,32,3,0.0,0.0059634038764569495,0.0070829749690835666
graph_sage,0.001,50,32,3,0.1,0.006813350889003939,0.006254929491074979
graph_sage,0.001,50,32,3,0.2,0.007366626409606801,0.0061835310232464915
graph_sage,0.001,50,32,3,0.5,0.009794590963671605,0.006693213715644774
graph_sage,0.001,50,32,4,0.0,0.005790342494017548,0.006280898764650988
graph_sage,0.001,50,32,4,0.1,0.006806741732483109,0.006274444902036369
