graph_id,graph_nodes,graph_edges,num_nodes,num_edges,average_score,problem_scores,total_evaluation_time,num_problems_evaluated
10,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Explain""], [3, ""Combine_all""], [4, ""END""], [5, ""Python_solver""], [6, ""Extract_topic""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1523584842681885,10
11,"[[0, ""START""], [1, ""Extract_topic""], [2, ""Split""], [3, ""Python_solver""], [4, ""Combine_all""], [5, ""Explain""], [6, ""END""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [2, 3], [2, 7], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2831676244735718,10
12,"[[0, ""START""], [1, ""Explain""], [2, ""Split""], [3, ""Python_solver""], [4, ""Combine_all""], [5, ""Python_solver""], [6, ""END""], [7, ""Solver""]]","[[0, 1], [1, 2], [2, 3], [2, 7], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.0540925,"[0.0525, 0.003675, 0.0052499999999999995, 0.01925, 0.0245, 0.0034999999999999996, 0.01225, 0.26249999999999996, 0.12249999999999998, 0.034999999999999996]",0.28699336051940916,10
13,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Solver""], [3, ""Combine_all""], [4, ""Python_solver""], [5, ""END""], [6, ""Extract_topic""], [7, ""Explain""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 7], [7, 3]]",8,8,0.0540925,"[0.0525, 0.003675, 0.0052499999999999995, 0.01925, 0.0245, 0.0034999999999999996, 0.01225, 0.26249999999999996, 0.12249999999999998, 0.034999999999999996]",0.2865210771560669,10
14,"[[0, ""START""], [1, ""Split""], [2, ""Solver""], [3, ""Combine_all""], [4, ""Extract_topic""], [5, ""END""], [6, ""Extract_topic""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 7], [7, 3]]",8,8,0.0540925,"[0.0525, 0.003675, 0.0052499999999999995, 0.01925, 0.0245, 0.0034999999999999996, 0.01225, 0.26249999999999996, 0.12249999999999998, 0.034999999999999996]",0.2782757043838501,10
15,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Extract_topic""], [3, ""Combine_all""], [4, ""END""], [5, ""Solver""], [6, ""Explain""], [7, ""Extract_topic""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.0540925,"[0.0525, 0.003675, 0.0052499999999999995, 0.01925, 0.0245, 0.0034999999999999996, 0.01225, 0.26249999999999996, 0.12249999999999998, 0.034999999999999996]",0.15231714248657227,10
16,"[[0, ""START""], [1, ""Decompose_4""], [2, ""Solver""], [3, ""Combine_all""], [4, ""END""], [5, ""Explain""], [6, ""Python_solver""], [7, ""Solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [1, 7], [2, 3], [3, 4], [5, 3], [6, 3], [7, 3]]",8,10,0.0540925,"[0.0525, 0.003675, 0.0052499999999999995, 0.01925, 0.0245, 0.0034999999999999996, 0.01225, 0.26249999999999996, 0.12249999999999998, 0.034999999999999996]",0.14794812202453614,10
17,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Solver""], [3, ""Combine_all""], [4, ""Explain""], [5, ""END""], [6, ""Explain""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 7], [7, 3]]",8,8,0.0540925,"[0.0525, 0.003675, 0.0052499999999999995, 0.01925, 0.0245, 0.0034999999999999996, 0.01225, 0.26249999999999996, 0.12249999999999998, 0.034999999999999996]",0.2826316595077515,10
18,"[[0, ""START""], [1, ""Explain""], [2, ""Extract_topic""], [3, ""Split""], [4, ""Solver""], [5, ""Combine_all""], [6, ""END""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [2, 3], [3, 4], [3, 7], [4, 5], [5, 6], [7, 5]]",8,8,0.0540925,"[0.0525, 0.003675, 0.0052499999999999995, 0.01925, 0.0245, 0.0034999999999999996, 0.01225, 0.26249999999999996, 0.12249999999999998, 0.034999999999999996]",0.2806805372238159,10
19,"[[0, ""START""], [1, ""Extract_topic""], [2, ""Split""], [3, ""Solver""], [4, ""Combine_all""], [5, ""Solver""], [6, ""END""], [7, ""Python_solver""]]","[[0, 1], [1, 2], [2, 3], [2, 7], [3, 4], [4, 5], [5, 6], [7, 4]]",8,8,0.0540925,"[0.0525, 0.003675, 0.0052499999999999995, 0.01925, 0.0245, 0.0034999999999999996, 0.01225, 0.26249999999999996, 0.12249999999999998, 0.034999999999999996]",0.3025991201400757,10
20,"[[0, ""START""], [1, ""Decompose_2""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""Extract_topic""], [5, ""END""], [6, ""Python_solver""]]","[[0, 1], [1, 2], [1, 6], [2, 3], [3, 4], [4, 5], [6, 3]]",7,7,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.21283419132232667,10
21,"[[0, ""START""], [1, ""Extract_topic""], [2, ""Explain""], [3, ""Split""], [4, ""Explain""], [5, ""Combine_all""], [6, ""END""], [7, ""Extract_topic""]]","[[0, 1], [1, 2], [2, 3], [3, 4], [3, 7], [4, 5], [5, 6], [7, 5]]",8,8,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2952362060546875,10
22,"[[0, ""START""], [1, ""Decompose_3""], [2, ""Python_solver""], [3, ""Combine_all""], [4, ""END""], [5, ""Python_solver""], [6, ""Solver""]]","[[0, 1], [1, 2], [1, 5], [1, 6], [2, 3], [3, 4], [5, 3], [6, 3]]",7,8,0.0540925,"[0.0525, 0.003675, 0.0052499999999999995, 0.01925, 0.0245, 0.0034999999999999996, 0.01225, 0.26249999999999996, 0.12249999999999998, 0.034999999999999996]",0.15671780109405517,10
